id,opinion,thres,topic,type
10078,0.9730105547524456,[ 0.40468058],100000,voter
10078,0.3930977246667604,[ 0.40468058],100001,voter
10079,0.8920465551771133,[ 0.40468058],100000,voter
10079,0.6311386259972629,[ 0.40468058],100001,voter
10080,0.7948113035416484,[ 0.40468058],100000,voter
10080,0.5026370931051921,[ 0.40468058],100001,voter
10081,0.5769038846263591,[ 0.40468058],100000,voter
10081,0.4925176938188639,[ 0.40468058],100001,voter
10082,0.1952429877980445,[ 0.40468058],100000,voter
10082,0.7224521152615053,[ 0.40468058],100001,voter
10083,0.2807723624408558,[ 0.40468058],100000,voter
10083,0.02431596643145384,[ 0.40468058],100001,voter
10084,0.6454722959071678,[ 0.40468058],100000,voter
10084,0.17711067940704894,[ 0.40468058],100001,voter
10085,0.9404585843529143,[ 0.40468058],100000,voter
10085,0.9539285770025874,[ 0.40468058],100001,voter
10086,0.9148643902204485,[ 0.40468058],100000,voter
10086,0.3701587002554444,[ 0.40468058],100001,voter
10087,0.015456616528867428,[ 0.40468058],100000,voter
10087,0.9283185625877254,[ 0.40468058],100001,voter
10088,0.42818414831731433,[ 0.40468058],100000,voter
10088,0.9666548190436696,[ 0.40468058],100001,voter
10089,0.9636199770892528,[ 0.40468058],100000,voter
10089,0.8530094554673601,[ 0.40468058],100001,voter
10090,0.2944488920695857,[ 0.40468058],100000,voter
10090,0.38509772860192526,[ 0.40468058],100001,voter
10091,0.8511366715168569,[ 0.40468058],100000,voter
10091,0.31692200515627766,[ 0.40468058],100001,voter
10092,0.1694927466860925,[ 0.40468058],100000,voter
10092,0.5568012624583502,[ 0.40468058],100001,voter
10093,0.936154774160781,[ 0.40468058],100000,voter
10093,0.696029796674973,[ 0.40468058],100001,voter
10094,0.570061170089365,[ 0.40468058],100000,voter
10094,0.09717649377076854,[ 0.40468058],100001,voter
10095,0.6150072266991697,[ 0.40468058],100000,voter
10095,0.9900538501042633,[ 0.40468058],100001,voter
10096,0.14008401523652403,[ 0.40468058],100000,voter
10096,0.5183296523637367,[ 0.40468058],100001,voter
10097,0.8773730719279554,[ 0.40468058],100000,voter
10097,0.7407686177542044,[ 0.40468058],100001,voter
10098,0.697015740995268,[ 0.40468058],100000,voter
10098,0.7024840839871093,[ 0.40468058],100001,voter
10099,0.35949115121975517,[ 0.40468058],100000,voter
10099,0.29359184426449336,[ 0.40468058],100001,voter
